date,ticker,delta_weight_pct,notional_compounding_$,half_spread_bps,drag_composer_bps_of_nav,drag_ibkr_bps_of_nav
2021-12-03,TQQQ,-100.0,75371.57,0.5,5.0,0.683
2021-12-07,VBF,-100.0,75520.41,3.0,5.0,4.752
2021-12-07,SSO,100.0,75520.41,1.0,5.0,0.958
2021-12-09,VBF,100.0,74804.33,3.0,5.0,4.768
2021-12-09,SSO,-100.0,74804.33,1.0,5.0,0.962
2021-12-10,VBF,-100.0,74689.44,3.0,5.0,4.77
2021-12-10,UDOW,100.0,74689.44,1.5,5.0,1.538
2021-12-13,VBF,100.0,72685.91,3.0,5.0,4.859
2021-12-13,UDOW,-100.0,72685.91,1.5,5.0,1.559
2021-12-15,VBF,-100.0,73211.22,3.0,5.0,4.832
2021-12-15,UDOW,100.0,73211.22,1.5,5.0,1.541
2021-12-16,VBF,100.0,72904.61,3.0,5.0,4.849
2021-12-16,UDOW,-100.0,72904.61,1.5,5.0,1.544
2021-12-22,VBF,-100.0,72979.39,3.0,5.0,4.842
2021-12-22,SSO,100.0,72979.39,1.0,5.0,0.957
2021-12-29,SSO,-100.0,75964.77,1.0,5.0,0.939
2021-12-29,UDOW,100.0,75964.77,1.5,5.0,1.508
2022-01-11,UDOW,-100.0,74363.82,1.5,5.0,1.524
2022-01-11,SPAB,100.0,74363.82,1.71,5.0,3.079
2022-01-13,BSV,100.0,74465.15,1.0,5.0,1.308
2022-01-13,SPAB,-100.0,74465.15,1.71,5.0,3.072
2022-01-14,BSV,-100.0,74250.01,1.0,5.0,1.309
2022-01-14,SPAB,100.0,74250.01,1.72,5.0,3.087
2022-01-18,BSV,100.0,73690.18,1.0,5.0,1.312
2022-01-18,SPAB,-100.0,73690.18,1.73,5.0,3.108
2022-01-19,BSV,-100.0,73660.58,1.0,5.0,1.311
2022-01-19,LABU,100.0,73660.58,3.0,5.0,4.735
2022-01-21,LABU,-100.0,65490.45,3.0,5.0,5.135
2022-01-21,QLD,100.0,65490.45,1.0,5.0,1.439
2022-01-28,ANGL,100.0,65489.29,1.58,5.0,2.845
2022-01-28,QLD,-100.0,65489.29,1.0,5.0,1.438
2022-02-01,VBF,100.0,65615.5,3.0,5.0,4.987
2022-02-01,ANGL,-100.0,65615.5,1.58,5.0,2.846
2022-02-07,VBF,-100.0,64387.1,3.0,5.0,5.05
2022-02-07,ANGL,100.0,64387.1,1.61,5.0,2.897
2022-02-09,ANGL,-100.0,64589.91,1.6,5.0,2.885
2022-02-09,UDOW,100.0,64589.91,1.5,5.0,1.559
2022-02-10,BSV,100.0,61695.13,1.0,5.0,1.322
2022-02-10,UDOW,-100.0,61695.13,1.5,5.0,1.597
2022-02-11,BSV,-100.0,61850.0,1.0,5.0,1.319
2022-02-11,TNA,100.0,61850.0,1.0,5.0,1.566
2022-02-16,VBF,100.0,66466.14,3.0,5.0,5.154
2022-02-16,TNA,-100.0,66466.14,1.0,5.0,1.491
2022-02-23,VBF,-100.0,65576.26,3.0,5.0,5.199
2022-02-23,QLD,100.0,65576.26,1.0,5.0,1.581
2022-02-24,VBF,100.0,69897.9,3.0,5.0,5.199
2022-02-24,QLD,-100.0,69897.9,1.0,5.0,1.513
2022-03-08,VBF,-100.0,69706.34,3.0,5.0,5.206
2022-03-08,ANGL,100.0,69706.34,1.66,5.0,2.994
2022-03-09,VBF,100.0,70097.89,3.0,5.0,5.238
2022-03-09,ANGL,-100.0,70097.89,1.65,5.0,2.974
2022-03-10,VBF,-100.0,70428.0,3.0,5.0,5.216
2022-03-10,LQD,100.0,70428.0,0.5,5.0,0.791
2022-03-11,LQD,-100.0,70326.67,0.5,5.0,0.791
2022-03-11,ANGL,100.0,70326.67,1.67,5.0,3.006
2022-03-15,BSV,100.0,70125.16,1.0,5.0,1.328
2022-03-15,ANGL,-100.0,70125.16,1.67,5.0,3.011
2022-03-16,BSV,-100.0,70008.67,1.0,5.0,1.328
2022-03-16,UDOW,100.0,70008.67,1.5,5.0,1.691
2022-03-21,SSO,100.0,72861.38,1.0,5.0,1.521
2022-03-21,UDOW,-100.0,72861.38,1.5,5.0,1.653
2022-03-29,UPRO,100.0,78426.87,1.0,5.0,1.456
2022-03-29,SSO,-100.0,78426.87,1.0,5.0,1.448
2022-03-30,UPRO,-100.0,76905.71,1.0,5.0,1.474
2022-03-30,SSO,100.0,76905.71,1.0,5.0,1.46
2022-03-31,TQQQ,100.0,74454.85,0.86,5.0,1.547
2022-03-31,SSO,-100.0,74454.85,1.0,5.0,1.491
2022-04-01,TQQQ,-100.0,74058.59,0.86,5.0,1.554
2022-04-01,SSO,100.0,74058.59,1.0,5.0,1.486
2022-04-04,TQQQ,100.0,75250.65,0.81,5.0,1.462
2022-04-04,SSO,-100.0,75250.65,1.0,5.0,1.469
2022-04-05,TQQQ,-100.0,70202.48,0.87,5.0,1.566
2022-04-05,SSO,100.0,70202.48,1.0,5.0,1.494
2022-04-08,SSO,-100.0,69025.58,1.0,5.0,1.51
2022-04-08,UDOW,100.0,69025.58,1.5,5.0,1.641
2022-04-13,TLT,100.0,67933.33,0.5,5.0,0.778
2022-04-13,UDOW,-100.0,67933.33,1.5,5.0,1.655
2022-04-20,TLT,-100.0,66998.99,0.5,5.0,0.784
2022-04-20,SPAB,100.0,66998.99,1.86,5.0,3.347
2022-04-26,LABU,100.0,67079.29,5.45,5.453,9.815
2022-04-26,SPAB,-100.0,67079.29,1.86,5.0,3.34
2022-04-28,LABU,-100.0,65695.22,5.56,5.562,10.011
2022-04-28,LQD,100.0,65695.22,0.5,5.0,0.821
2022-04-29,LQD,-100.0,64901.6,0.5,5.0,0.827
2022-04-29,ANGL,100.0,64901.6,1.75,5.0,3.141
2022-05-02,LQD,100.0,64855.03,0.5,5.0,0.832
2022-05-02,ANGL,-100.0,64855.03,1.75,5.0,3.152
2022-05-03,LQD,-100.0,65206.25,0.5,5.0,0.828
2022-05-03,ANGL,100.0,65206.25,1.75,5.0,3.147
2022-05-04,ANGL,-100.0,65959.04,1.73,5.0,3.108
2022-05-04,TLT,100.0,65959.04,0.5,5.0,0.798
2022-05-09,LABU,100.0,63697.21,9.78,9.785,17.613
2022-05-09,TLT,-100.0,63697.21,0.5,5.0,0.817
